6.0,701.0,4819.3388888888885,44.0
8.0,701.0,5970.61807595967,28.0
10.0,700.0,6755.580345362254,21.0
6.0,700.0,8306.41111111111,31.0
8.0,700.0,9429.39801472498,21.0
10.0,700.0,9918.426029007536,16.0
6.0,700.0,12294.795632657293,22.0
8.0,700.0,13254.587106590032,15.0
10.0,700.0,13629.326920138954,11.0
6.0,700.0,14801.083701696847,18.0
8.0,700.0,15153.841453592042,13.0
10.0,700.0,14712.599553785709,10.0
6.0,700.0,15271.015161026882,18.0
8.0,700.0,15183.616894209803,13.0
10.0,700.0,14900.993344006327,10.0
6.0,700.0,15502.869428503174,17.0
8.0,700.0,15266.70611078241,13.0
10.0,700.0,14941.419300941989,10.0
6.0,700.0,15804.894579777429,17.0
8.0,700.0,15301.756788475668,12.0
10.0,699.5,14696.614495085234,10.0
6.0,700.0,15733.948997524134,17.0
8.0,700.0,15091.713729078807,13.0
6.0,700.0,15832.312364585841,17.0
8.0,700.0,14942.294618881724,13.0
10.0,699.0,14627.255924718093,10.0
6.0,700.0,15581.31650308901,18.0
8.0,700.0,15050.667866201848,13.0
10.0,700.0,14102.289697333877,11.0
6.0,700.0,15254.039671827004,19.0
8.0,700.0,14574.484049667833,14.0
10.0,700.0,13948.800454791242,11.0
6.0,700.0,15153.141081460739,19.0
8.0,700.0,14587.974928271782,13.0
6.0,700.0,15100.481950464451,19.0
8.0,700.0,14377.232541168743,14.0
6.0,700.0,15053.911935970264,20.0
8.0,700.0,14433.94437991193,14.0
10.0,700.0,13545.438848665235,13.0
6.0,700.0,15104.653100215493,20.0
8.0,700.0,14318.954551353272,13.0
10.0,700.0,13661.243474070603,11.0
6.0,700.0,15141.051871798787,19.0
8.0,700.0,14293.088442890436,14.0
10.0,700.0,13713.376043702257,10.0
